Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2012","2012","","163","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2013","2013","","133","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2014","2014","","95","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2015","2015","","110","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2016","2016","","95","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2017","2017","","88","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2018","2018","","117","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2019","2019","","103","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2020","2020","","145","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2021","2021","","135","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22221.02","Skim milk, evaporated","2022","2022","","134","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2012","2012","1000 USD","560571","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2013","2013","1000 USD","639261","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2014","2014","1000 USD","598445","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2015","2015","1000 USD","439710","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2016","2016","1000 USD","364119","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2017","2017","1000 USD","469935","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2018","2018","1000 USD","436087","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2019","2019","1000 USD","448384","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2020","2020","1000 USD","454126","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2021","2021","1000 USD","493171","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22130.02","Whey, dry","2022","2022","1000 USD","628832","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2012","2012","1000 USD","441441","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2013","2013","1000 USD","460778","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2014","2014","1000 USD","469886","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2015","2015","1000 USD","460184","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2016","2016","1000 USD","472255","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2017","2017","1000 USD","439945","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2018","2018","1000 USD","433611","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2019","2019","1000 USD","424328","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2020","2020","1000 USD","417398","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2021","2021","1000 USD","443370","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22130.02","Whey, dry","2022","2022","1000 USD","358662","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2012","2012","","113","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2013","2013","","135","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2014","2014","","129","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2015","2015","","93","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2016","2016","","79","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2017","2017","","95","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2018","2018","","87","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2019","2019","","87","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2020","2020","","87","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2021","2021","","100","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22130.02","Whey, dry","2022","2022","","103","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2012","2012","","120","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2013","2013","","137","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2014","2014","","128","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2015","2015","","94","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2016","2016","","78","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2017","2017","","101","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2018","2018","","93","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2019","2019","","96","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2020","2020","","97","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2021","2021","","106","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22130.02","Whey, dry","2022","2022","","135","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2012","2012","","94","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2013","2013","","99","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2014","2014","","101","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2015","2015","","98","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2016","2016","","101","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2017","2017","","94","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2018","2018","","93","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2019","2019","","91","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2020","2020","","89","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2021","2021","","95","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22130.02","Whey, dry","2022","2022","","77","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2012","2012","1000 USD","362308","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2013","2013","1000 USD","379408","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2014","2014","1000 USD","390903","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2015","2015","1000 USD","328377","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2016","2016","1000 USD","341550","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2017","2017","1000 USD","351468","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2018","2018","1000 USD","389598","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2019","2019","1000 USD","371871","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2020","2020","1000 USD","404844","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2021","2021","1000 USD","405511","E","Estimated value"
"TI","Trade Indices","250","France","94","Export Value Base Quantity","22230.01","Yoghurt","2022","2022","1000 USD","416087","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2012","2012","1000 USD","454848","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2013","2013","1000 USD","419227","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2014","2014","1000 USD","387309","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2015","2015","1000 USD","336647","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2016","2016","1000 USD","342009","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2017","2017","1000 USD","310963","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2018","2018","1000 USD","285713","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2019","2019","1000 USD","231792","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2020","2020","1000 USD","222566","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2021","2021","1000 USD","308517","E","Estimated value"
"TI","Trade Indices","250","France","95","Export Value Base Price","22230.01","Yoghurt","2022","2022","1000 USD","233085","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2012","2012","","131","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2013","2013","","126","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2014","2014","","120","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2015","2015","","88","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2016","2016","","93","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2017","2017","","87","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2018","2018","","88","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2019","2019","","68","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2020","2020","","71","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2021","2021","","99","E","Estimated value"
"TI","Trade Indices","250","France","492","Export Value Index (2014-2016 = 100)","22230.01","Yoghurt","2022","2022","","77","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2012","2012","","102","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2013","2013","","107","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2014","2014","","111","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2015","2015","","93","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2016","2016","","97","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2017","2017","","99","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2018","2018","","110","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2019","2019","","105","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2020","2020","","114","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2021","2021","","115","E","Estimated value"
"TI","Trade Indices","250","France","494","Export Unit/Value Index (2014-2016 = 100)","22230.01","Yoghurt","2022","2022","","118","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2012","2012","","128","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2013","2013","","118","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2014","2014","","109","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2015","2015","","95","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2016","2016","","96","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2017","2017","","88","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2018","2018","","80","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2019","2019","","65","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2020","2020","","63","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2021","2021","","87","E","Estimated value"
"TI","Trade Indices","250","France","495","Export Quantity Index (2014-2016 = 100)","22230.01","Yoghurt","2022","2022","","66","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2012","2012","1000 USD","572930","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2013","2013","1000 USD","663598","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2014","2014","1000 USD","637736","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2015","2015","1000 USD","477543","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2016","2016","1000 USD","475590","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2017","2017","1000 USD","722981","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2018","2018","1000 USD","782556","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2019","2019","1000 USD","623396","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2020","2020","1000 USD","559986","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2021","2021","1000 USD","658831","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22241.01","Butter of cow milk","2022","2022","1000 USD","900898","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2012","2012","1000 USD","406437","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2013","2013","1000 USD","489200","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2014","2014","1000 USD","519288","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2015","2015","1000 USD","548739","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2016","2016","1000 USD","519848","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2017","2017","1000 USD","503707","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2018","2018","1000 USD","467672","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2019","2019","1000 USD","538170","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2020","2020","1000 USD","529721","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2021","2021","1000 USD","517060","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22241.01","Butter of cow milk","2022","2022","1000 USD","472519","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2012","2012","","83","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2013","2013","","116","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2014","2014","","118","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2015","2015","","94","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2016","2016","","88","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2017","2017","","130","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2018","2018","","131","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2019","2019","","120","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2020","2020","","106","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2021","2021","","122","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2022","2022","","152","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2012","2012","","108","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2013","2013","","125","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2014","2014","","120","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2015","2015","","90","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2016","2016","","90","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2017","2017","","136","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2018","2018","","148","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2019","2019","","118","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2020","2020","","106","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2021","2021","","124","E","Estimated value"
"TI","Trade Indices","276","Germany","494","Export Unit/Value Index (2014-2016 = 100)","22241.01","Butter of cow milk","2022","2022","","170","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2012","2012","","77","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2013","2013","","92","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2014","2014","","98","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2015","2015","","104","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2016","2016","","98","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2017","2017","","95","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2018","2018","","88","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2019","2019","","102","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2020","2020","","100","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2021","2021","","98","E","Estimated value"
"TI","Trade Indices","276","Germany","495","Export Quantity Index (2014-2016 = 100)","22241.01","Butter of cow milk","2022","2022","","89","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2012","2012","1000 USD","4713331","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2013","2013","1000 USD","5213008","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2014","2014","1000 USD","5158542","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2015","2015","1000 USD","3753971","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2016","2016","1000 USD","3648715","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2017","2017","1000 USD","4271022","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2018","2018","1000 USD","4373446","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2019","2019","1000 USD","4173728","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2020","2020","1000 USD","4258659","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2021","2021","1000 USD","4590282","E","Estimated value"
"TI","Trade Indices","276","Germany","94","Export Value Base Quantity","22251.01","Cheese from whole cow milk","2022","2022","1000 USD","5515968","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2012","2012","1000 USD","4027075","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2013","2013","1000 USD","4132107","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2014","2014","1000 USD","4159801","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2015","2015","1000 USD","4188397","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2016","2016","1000 USD","4204340","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2017","2017","1000 USD","4334238","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2018","2018","1000 USD","4426042","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2019","2019","1000 USD","4567110","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2020","2020","1000 USD","4699565","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2021","2021","1000 USD","4883288","E","Estimated value"
"TI","Trade Indices","276","Germany","95","Export Value Base Price","22251.01","Cheese from whole cow milk","2022","2022","1000 USD","4729781","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2012","2012","","108","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2013","2013","","123","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2014","2014","","123","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2015","2015","","90","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2016","2016","","88","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2017","2017","","106","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2018","2018","","111","E","Estimated value"
"TI","Trade Indices","276","Germany","492","Export Value Index (2014-2016 = 100)","22251.01","Cheese from whole cow milk","2019","2019","","109","E","Estimated value"
